behavior,start_time,end_time,duration_seconds,frame_start,frame_end
studying,2025-09-11 21:22:10.440656,2025-09-11 21:22:10.563738,0.123082,49,49
studying,2025-09-11 21:22:12.126714,2025-09-11 21:22:12.254062,0.127348,76,76
studying,2025-09-11 21:22:12.316408,2025-09-11 21:22:14.080289,1.763881,105,105
studying,2025-09-11 21:22:16.813337,2025-09-11 21:22:16.876490,0.063153,149,149
studying,2025-09-11 21:22:16.941108,2025-09-11 21:22:17.003433,0.062325,151,151
studying,2025-09-11 21:22:17.161422,2025-09-11 21:22:17.376962,0.21554,156,156
studying,2025-09-11 21:22:17.440274,2025-09-11 21:22:17.750812,0.310538,161,161
studying,2025-09-11 21:22:25.456746,2025-09-11 21:22:25.516612,0.059866,280,280
studying,2025-09-11 21:22:32.680764,2025-09-11 21:22:32.741230,0.060466,394,394
studying,2025-09-11 21:22:32.866955,2025-09-11 21:22:33.117594,0.250639,400,400
studying,2025-09-11 21:22:33.241512,2025-09-11 21:22:33.306719,0.065207,403,403
studying,2025-09-11 21:22:33.427794,2025-09-11 21:22:33.492057,0.064263,406,406
