behavior,start_time,end_time,duration_seconds,frame_start,frame_end
phone_usage,2025-09-13 21:18:51.683482,2025-09-13 21:18:51.793373,0.109891,303,303
phone_usage,2025-09-13 21:18:51.851672,2025-09-13 21:18:53.504011,1.652339,333,333
phone_usage,2025-09-13 21:18:53.667865,2025-09-13 21:18:53.945901,0.278036,341,341
phone_usage,2025-09-13 21:18:54.053726,2025-09-13 21:18:55.263498,1.209772,364,364
phone_usage,2025-09-13 21:18:55.321029,2025-09-13 21:18:55.490586,0.169557,368,368
phone_usage,2025-09-13 21:18:55.601754,2025-09-13 21:18:56.467380,0.865626,385,385
phone_usage,2025-09-13 21:18:56.803084,2025-09-13 21:18:58.289957,1.486873,417,417
phone_usage,2025-09-13 21:19:41.646639,2025-09-13 21:19:41.757512,0.110873,1128,1128
phone_usage,2025-09-13 21:19:43.195399,2025-09-13 21:19:43.304364,0.108965,1156,1156
phone_usage,2025-09-13 21:19:51.335164,2025-09-13 21:19:51.498803,0.163639,1307,1307
phone_usage,2025-09-13 21:19:51.553487,2025-09-13 21:19:51.822977,0.26949,1313,1313
phone_usage,2025-09-13 21:19:51.932026,2025-09-13 21:19:52.095100,0.163074,1318,1318
phone_usage,2025-09-13 21:19:52.202992,2025-09-13 21:19:53.630654,1.427662,1346,1346
phone_usage,2025-09-13 21:19:53.904139,2025-09-13 21:19:58.658884,4.754745,1437,1437
phone_usage,2025-09-13 21:19:58.882681,2025-09-13 21:19:58.989780,0.107099,1443,1443
phone_usage,2025-09-13 21:19:59.160139,2025-09-13 21:19:59.324224,0.164085,1449,1449
phone_usage,2025-09-13 21:19:59.433715,2025-09-13 21:19:59.599755,0.16604,1454,1454
phone_usage,2025-09-13 21:19:59.710656,2025-09-13 21:20:00.164284,0.453628,1464,1464
handraise,2025-09-13 21:20:01.919201,2025-09-13 21:20:01.973386,0.054185,1496,1496
phone_usage,2025-09-13 21:20:02.137481,2025-09-13 21:20:02.193006,0.055525,1500,1500
handraise,2025-09-13 21:20:26.074303,2025-09-13 21:20:26.575532,0.501229,1941,1941
handraise,2025-09-13 21:20:27.075566,2025-09-13 21:20:28.530255,1.454689,1975,1975
handraise,2025-09-13 21:20:29.537693,2025-09-13 21:20:31.153262,1.615569,2021,2021
handraise,2025-09-13 21:20:54.332829,2025-09-13 21:20:55.812650,1.479821,2470,2470
handraise,2025-09-13 21:20:56.537011,2025-09-13 21:20:56.649291,0.11228,2485,2485
handraise,2025-09-13 21:20:56.704390,2025-09-13 21:20:57.540941,0.836551,2501,2501
handraise,2025-09-13 21:20:59.338511,2025-09-13 21:20:59.448545,0.110034,2535,2535
handraise,2025-09-13 21:20:59.502669,2025-09-13 21:20:59.783393,0.280724,2541,2541
phone_usage,2025-09-13 21:21:00.337017,2025-09-13 21:21:00.570235,0.233218,2555,2555
handraise,2025-09-13 21:21:00.570235,2025-09-13 21:21:00.683949,0.113714,2557,2557
handraise,2025-09-13 21:21:01.996709,2025-09-13 21:21:02.166828,0.170119,2583,2583
phone_usage,2025-09-13 21:21:02.714796,2025-09-13 21:21:03.102130,0.387334,2600,2600
handraise,2025-09-13 21:21:03.102130,2025-09-13 21:21:03.213343,0.111213,2602,2602
phone_usage,2025-09-13 21:21:03.159251,2025-09-13 21:21:03.213343,0.054092,2602,2602
handraise,2025-09-13 21:21:03.426994,2025-09-13 21:21:04.162834,0.73584,2619,2619
handraise,2025-09-13 21:21:04.957587,2025-09-13 21:21:05.015608,0.058021,2634,2634
handraise,2025-09-13 21:21:05.237636,2025-09-13 21:21:05.349111,0.111475,2640,2640
handraise,2025-09-13 21:21:07.752629,2025-09-13 21:21:07.861767,0.109138,2685,2685
handraise,2025-09-13 21:21:08.410507,2025-09-13 21:21:08.580431,0.169924,2698,2698
handraise,2025-09-13 21:21:09.372808,2025-09-13 21:21:09.430745,0.057937,2713,2713
handraise,2025-09-13 21:21:09.595959,2025-09-13 21:21:09.649239,0.05328,2717,2717
handraise,2025-09-13 21:21:16.504155,2025-09-13 21:21:17.760926,1.256771,2865,2865
handraise,2025-09-13 21:21:17.869668,2025-09-13 21:21:18.089916,0.220248,2871,2871
handraise,2025-09-13 21:21:18.141987,2025-09-13 21:21:18.465293,0.323306,2878,2878
handraise,2025-09-13 21:21:18.789159,2025-09-13 21:21:19.849859,1.0607,2903,2903
handraise,2025-09-13 21:21:20.076756,2025-09-13 21:21:21.068912,0.992156,2925,2925
handraise,2025-09-13 21:21:21.340798,2025-09-13 21:21:21.395860,0.055062,2931,2931
handraise,2025-09-13 21:21:21.451167,2025-09-13 21:21:22.394492,0.943325,2949,2949
handraise,2025-09-13 21:21:22.610006,2025-09-13 21:21:23.236691,0.626685,2964,2964
handraise,2025-09-13 21:21:23.570466,2025-09-13 21:21:23.911931,0.341465,2976,2976
phone_usage,2025-09-13 21:21:25.962828,2025-09-13 21:21:26.069720,0.106892,3014,3014
phone_usage,2025-09-13 21:21:27.727413,2025-09-13 21:21:28.002970,0.275557,3049,3049
phone_usage,2025-09-13 21:21:28.567476,2025-09-13 21:21:28.736509,0.169033,3062,3062
phone_usage,2025-09-13 21:21:29.985945,2025-09-13 21:21:30.318212,0.332267,3090,3090
phone_usage,2025-09-13 21:21:30.372155,2025-09-13 21:21:31.155812,0.783657,3105,3105
phone_usage,2025-09-13 21:21:31.210192,2025-09-13 21:21:31.319564,0.109372,3108,3108
phone_usage,2025-09-13 21:21:32.133632,2025-09-13 21:21:32.189090,0.055458,3124,3124
phone_usage,2025-09-13 21:21:32.243040,2025-09-13 21:21:32.350579,0.107539,3127,3127
studying,2025-09-13 21:21:35.885010,2025-09-13 21:21:35.937318,0.052308,3192,3192
handraise,2025-09-13 21:21:59.320196,2025-09-13 21:21:59.540903,0.220707,3620,3620
