frame,timestamp,behavior
9,2025-09-11 21:16:55.271585,handraise
31,2025-09-11 21:16:56.646804,handraise
32,2025-09-11 21:16:56.710506,handraise
33,2025-09-11 21:16:56.770019,handraise
34,2025-09-11 21:16:56.834140,handraise
35,2025-09-11 21:16:56.896147,handraise
36,2025-09-11 21:16:56.959707,handraise
37,2025-09-11 21:16:57.021933,handraise
39,2025-09-11 21:16:57.146308,handraise
40,2025-09-11 21:16:57.208958,handraise
41,2025-09-11 21:16:57.269922,handraise
42,2025-09-11 21:16:57.334074,handraise
43,2025-09-11 21:16:57.397039,handraise
44,2025-09-11 21:16:57.459554,handraise
45,2025-09-11 21:16:57.521387,handraise
46,2025-09-11 21:16:57.582717,handraise
47,2025-09-11 21:16:57.645477,handraise
48,2025-09-11 21:16:57.706717,handraise
49,2025-09-11 21:16:57.771818,handraise
50,2025-09-11 21:16:57.831732,handraise
51,2025-09-11 21:16:57.894217,handraise
52,2025-09-11 21:16:57.960672,handraise
53,2025-09-11 21:16:58.021407,handraise
97,2025-09-11 21:17:00.771913,studying
98,2025-09-11 21:17:00.833464,studying
131,2025-09-11 21:17:02.893505,studying
134,2025-09-11 21:17:03.080535,studying
136,2025-09-11 21:17:03.202606,studying
140,2025-09-11 21:17:03.452890,studying
148,2025-09-11 21:17:03.957313,studying
160,2025-09-11 21:17:04.705118,studying
163,2025-09-11 21:17:04.908596,studying
181,2025-09-11 21:17:06.031531,studying
206,2025-09-11 21:17:07.592014,studying
207,2025-09-11 21:17:07.655545,studying
212,2025-09-11 21:17:07.964296,studying
213,2025-09-11 21:17:08.026224,studying
214,2025-09-11 21:17:08.088371,studying
215,2025-09-11 21:17:08.151000,studying
216,2025-09-11 21:17:08.213924,studying
217,2025-09-11 21:17:08.277740,studying
218,2025-09-11 21:17:08.339387,studying
220,2025-09-11 21:17:08.461546,studying
221,2025-09-11 21:17:08.525227,studying
222,2025-09-11 21:17:08.590220,studying
