behavior,start_time,end_time,duration_seconds,frame_start,frame_end
phone_usage,2025-09-14 00:01:41.803979,2025-09-14 00:01:41.857983,0.054004,1141,1141
phone_usage,2025-09-14 00:01:42.439288,2025-09-14 00:01:42.546053,0.106765,1154,1154
phone_usage,2025-09-14 00:01:42.810828,2025-09-14 00:01:42.866584,0.055756,1160,1160
phone_usage,2025-09-14 00:01:43.361881,2025-09-14 00:01:43.531151,0.16927,1172,1172
phone_usage,2025-09-14 00:01:43.588780,2025-09-14 00:01:43.698370,0.10959,1175,1175
phone_usage,2025-09-14 00:01:43.920889,2025-09-14 00:01:43.975900,0.055011,1180,1180
phone_usage,2025-09-14 00:01:45.689146,2025-09-14 00:01:45.743896,0.05475,1211,1211
phone_usage,2025-09-14 00:01:45.854410,2025-09-14 00:01:45.910167,0.055757,1214,1214
phone_usage,2025-09-14 00:01:46.075686,2025-09-14 00:01:46.131186,0.0555,1218,1218
phone_usage,2025-09-14 00:01:46.908353,2025-09-14 00:01:46.964606,0.056253,1233,1233
phone_usage,2025-09-14 00:01:48.141904,2025-09-14 00:01:48.370467,0.228563,1258,1258
phone_usage,2025-09-14 00:01:49.215263,2025-09-14 00:01:49.331774,0.116511,1275,1275
phone_usage,2025-09-14 00:01:49.793336,2025-09-14 00:01:49.963841,0.170505,1286,1286
phone_usage,2025-09-14 00:01:50.187367,2025-09-14 00:01:50.244367,0.057,1291,1291
phone_usage,2025-09-14 00:01:50.911052,2025-09-14 00:01:50.965805,0.054753,1304,1304
phone_usage,2025-09-14 00:01:52.357629,2025-09-14 00:01:52.593335,0.235706,1334,1334
phone_usage,2025-09-14 00:01:52.909200,2025-09-14 00:01:53.019048,0.109848,1342,1342
phone_usage,2025-09-14 00:01:53.073603,2025-09-14 00:01:53.129103,0.0555,1344,1344
phone_usage,2025-09-14 00:01:53.623390,2025-09-14 00:01:55.637423,2.014033,1389,1389
phone_usage,2025-09-14 00:01:56.023216,2025-09-14 00:01:56.132503,0.109287,1398,1398
phone_usage,2025-09-14 00:01:56.295780,2025-09-14 00:01:56.405537,0.109757,1403,1403
phone_usage,2025-09-14 00:01:56.627519,2025-09-14 00:01:56.683281,0.055762,1408,1408
phone_usage,2025-09-14 00:01:56.849607,2025-09-14 00:01:56.960869,0.111262,1413,1413
phone_usage,2025-09-14 00:01:57.395664,2025-09-14 00:01:57.506174,0.11051,1423,1423
phone_usage,2025-09-14 00:01:57.733942,2025-09-14 00:01:57.845958,0.112016,1429,1429
phone_usage,2025-09-14 00:01:58.241998,2025-09-14 00:01:58.412015,0.170017,1439,1439
phone_usage,2025-09-14 00:01:58.469018,2025-09-14 00:01:59.738380,1.269362,1462,1462
phone_usage,2025-09-14 00:01:59.796390,2025-09-14 00:02:01.157562,1.361172,1487,1487
phone_usage,2025-09-14 00:02:02.263257,2025-09-14 00:02:02.487533,0.224276,1511,1511
phone_usage,2025-09-14 00:02:02.542283,2025-09-14 00:02:04.089455,1.547172,1539,1539
