frame,timestamp,behavior
1140,2025-09-14 00:01:41.803979,phone_usage
1152,2025-09-14 00:01:42.439288,phone_usage
1153,2025-09-14 00:01:42.495052,phone_usage
1159,2025-09-14 00:01:42.810828,phone_usage
1169,2025-09-14 00:01:43.361881,phone_usage
1170,2025-09-14 00:01:43.417634,phone_usage
1171,2025-09-14 00:01:43.475650,phone_usage
1173,2025-09-14 00:01:43.588780,phone_usage
1174,2025-09-14 00:01:43.643611,phone_usage
1179,2025-09-14 00:01:43.920889,phone_usage
1210,2025-09-14 00:01:45.689146,phone_usage
1213,2025-09-14 00:01:45.855161,phone_usage
1217,2025-09-14 00:01:46.075686,phone_usage
1232,2025-09-14 00:01:46.908353,phone_usage
1254,2025-09-14 00:01:48.141904,phone_usage
1255,2025-09-14 00:01:48.201682,phone_usage
1256,2025-09-14 00:01:48.260184,phone_usage
1257,2025-09-14 00:01:48.315189,phone_usage
1273,2025-09-14 00:01:49.215263,phone_usage
1274,2025-09-14 00:01:49.273274,phone_usage
1283,2025-09-14 00:01:49.793336,phone_usage
1284,2025-09-14 00:01:49.851087,phone_usage
1285,2025-09-14 00:01:49.908339,phone_usage
1290,2025-09-14 00:01:50.188118,phone_usage
1303,2025-09-14 00:01:50.911803,phone_usage
1330,2025-09-14 00:01:52.357629,phone_usage
1331,2025-09-14 00:01:52.411137,phone_usage
1332,2025-09-14 00:01:52.480832,phone_usage
1333,2025-09-14 00:01:52.539328,phone_usage
1340,2025-09-14 00:01:52.909200,phone_usage
1341,2025-09-14 00:01:52.963543,phone_usage
1343,2025-09-14 00:01:53.073603,phone_usage
1353,2025-09-14 00:01:53.623390,phone_usage
1354,2025-09-14 00:01:53.676898,phone_usage
1355,2025-09-14 00:01:53.731649,phone_usage
1356,2025-09-14 00:01:53.787409,phone_usage
1357,2025-09-14 00:01:53.840989,phone_usage
1358,2025-09-14 00:01:53.894996,phone_usage
1359,2025-09-14 00:01:53.948246,phone_usage
1360,2025-09-14 00:01:54.003765,phone_usage
1361,2025-09-14 00:01:54.059268,phone_usage
1362,2025-09-14 00:01:54.112773,phone_usage
1363,2025-09-14 00:01:54.169777,phone_usage
1364,2025-09-14 00:01:54.224310,phone_usage
1365,2025-09-14 00:01:54.279319,phone_usage
1366,2025-09-14 00:01:54.335570,phone_usage
1367,2025-09-14 00:01:54.392078,phone_usage
1368,2025-09-14 00:01:54.446828,phone_usage
1369,2025-09-14 00:01:54.503340,phone_usage
1370,2025-09-14 00:01:54.560342,phone_usage
1371,2025-09-14 00:01:54.616098,phone_usage
1372,2025-09-14 00:01:54.673356,phone_usage
1373,2025-09-14 00:01:54.731110,phone_usage
1374,2025-09-14 00:01:54.786873,phone_usage
1375,2025-09-14 00:01:54.841204,phone_usage
1376,2025-09-14 00:01:54.899965,phone_usage
1377,2025-09-14 00:01:54.955463,phone_usage
1378,2025-09-14 00:01:55.007737,phone_usage
1379,2025-09-14 00:01:55.063241,phone_usage
1380,2025-09-14 00:01:55.120496,phone_usage
1381,2025-09-14 00:01:55.177759,phone_usage
1382,2025-09-14 00:01:55.232865,phone_usage
1383,2025-09-14 00:01:55.295128,phone_usage
1384,2025-09-14 00:01:55.351377,phone_usage
1385,2025-09-14 00:01:55.408151,phone_usage
1386,2025-09-14 00:01:55.465905,phone_usage
1387,2025-09-14 00:01:55.523160,phone_usage
1388,2025-09-14 00:01:55.580423,phone_usage
1396,2025-09-14 00:01:56.023216,phone_usage
1397,2025-09-14 00:01:56.078230,phone_usage
1401,2025-09-14 00:01:56.295780,phone_usage
1402,2025-09-14 00:01:56.350528,phone_usage
1407,2025-09-14 00:01:56.627519,phone_usage
1411,2025-09-14 00:01:56.849607,phone_usage
1412,2025-09-14 00:01:56.905365,phone_usage
1421,2025-09-14 00:01:57.395664,phone_usage
1422,2025-09-14 00:01:57.452665,phone_usage
1427,2025-09-14 00:01:57.733942,phone_usage
1428,2025-09-14 00:01:57.790458,phone_usage
1436,2025-09-14 00:01:58.241998,phone_usage
