behavior,start_time,end_time,duration_seconds,frame_start,frame_end
handraise,2025-09-11 21:16:55.271585,2025-09-11 21:16:55.337104,0.065519,10,10
handraise,2025-09-11 21:16:56.646804,2025-09-11 21:16:57.085214,0.43841,38,38
handraise,2025-09-11 21:16:57.146308,2025-09-11 21:16:58.081774,0.935466,54,54
studying,2025-09-11 21:17:00.771913,2025-09-11 21:17:00.899142,0.127229,99,99
studying,2025-09-11 21:17:02.893505,2025-09-11 21:17:02.953594,0.060089,132,132
studying,2025-09-11 21:17:03.079535,2025-09-11 21:17:03.140730,0.061195,135,135
studying,2025-09-11 21:17:03.202606,2025-09-11 21:17:03.261923,0.059317,137,137
studying,2025-09-11 21:17:03.452890,2025-09-11 21:17:03.512426,0.059536,141,141
studying,2025-09-11 21:17:03.957313,2025-09-11 21:17:04.017312,0.059999,149,149
studying,2025-09-11 21:17:04.705118,2025-09-11 21:17:04.777902,0.072784,161,161
studying,2025-09-11 21:17:04.908596,2025-09-11 21:17:04.968833,0.060237,164,164
studying,2025-09-11 21:17:06.030525,2025-09-11 21:17:06.090638,0.060113,182,182
studying,2025-09-11 21:17:07.592014,2025-09-11 21:17:07.714923,0.122909,208,208
studying,2025-09-11 21:17:07.964296,2025-09-11 21:17:08.400965,0.436669,219,219
studying,2025-09-11 21:17:08.461546,2025-09-11 21:17:08.649838,0.188292,223,223
