behavior,start_time,end_time,duration_seconds,frame_start,frame_end
phone_usage,2025-09-13 21:16:39.367262,2025-09-13 21:16:40.286978,0.919716,132,132
phone_usage,2025-09-13 21:16:43.128369,2025-09-13 21:16:43.181989,0.05362,183,183
phone_usage,2025-09-13 21:16:44.495887,2025-09-13 21:16:44.550527,0.05464,208,208
phone_usage,2025-09-13 21:16:44.769075,2025-09-13 21:16:44.825510,0.056435,213,213
phone_usage,2025-09-13 21:16:44.934409,2025-09-13 21:16:44.990618,0.056209,216,216
phone_usage,2025-09-13 21:16:47.026658,2025-09-13 21:16:47.083039,0.056381,254,254
phone_usage,2025-09-13 21:16:48.614281,2025-09-13 21:16:48.668662,0.054381,283,283
phone_usage,2025-09-13 21:16:48.890164,2025-09-13 21:16:48.944735,0.054571,288,288
phone_usage,2025-09-13 21:16:50.069323,2025-09-13 21:16:50.296843,0.22752,312,312
phone_usage,2025-09-13 21:16:51.223433,2025-09-13 21:16:51.279886,0.056453,329,329
phone_usage,2025-09-13 21:16:53.402061,2025-09-13 21:16:53.514781,0.11272,369,369
phone_usage,2025-09-13 21:16:54.180565,2025-09-13 21:16:54.236516,0.055951,382,382
phone_usage,2025-09-13 21:16:54.292820,2025-09-13 21:16:54.349390,0.05657,384,384
