frame,timestamp,behavior
3,2025-09-17 21:07:25.751100,studying
4,2025-09-17 21:07:25.805625,studying
5,2025-09-17 21:07:25.860639,studying
6,2025-09-17 21:07:25.913644,studying
7,2025-09-17 21:07:25.967154,studying
8,2025-09-17 21:07:26.020537,studying
9,2025-09-17 21:07:26.076028,studying
10,2025-09-17 21:07:26.129136,studying
11,2025-09-17 21:07:26.182564,studying
12,2025-09-17 21:07:26.235905,studying
13,2025-09-17 21:07:26.290745,studying
14,2025-09-17 21:07:26.343293,studying
15,2025-09-17 21:07:26.397236,studying
16,2025-09-17 21:07:26.452962,studying
17,2025-09-17 21:07:26.506590,studying
18,2025-09-17 21:07:26.559681,studying
19,2025-09-17 21:07:26.615830,studying
20,2025-09-17 21:07:26.669646,studying
21,2025-09-17 21:07:26.723142,studying
22,2025-09-17 21:07:26.778637,studying
23,2025-09-17 21:07:26.832369,studying
24,2025-09-17 21:07:26.887462,studying
25,2025-09-17 21:07:26.941684,studying
26,2025-09-17 21:07:26.995697,studying
27,2025-09-17 21:07:27.051607,studying
28,2025-09-17 21:07:27.104754,studying
29,2025-09-17 21:07:27.157945,studying
30,2025-09-17 21:07:27.210828,studying
31,2025-09-17 21:07:27.265760,studying
32,2025-09-17 21:07:27.320672,studying
33,2025-09-17 21:07:27.376626,studying
34,2025-09-17 21:07:27.430856,studying
35,2025-09-17 21:07:27.483908,studying
36,2025-09-17 21:07:27.537761,studying
37,2025-09-17 21:07:27.591658,studying
38,2025-09-17 21:07:27.645658,studying
39,2025-09-17 21:07:27.700085,studying
40,2025-09-17 21:07:27.751997,studying
41,2025-09-17 21:07:27.806614,studying
42,2025-09-17 21:07:27.861097,studying
43,2025-09-17 21:07:27.914725,studying
44,2025-09-17 21:07:27.969809,studying
45,2025-09-17 21:07:28.031171,studying
46,2025-09-17 21:07:28.084991,studying
47,2025-09-17 21:07:28.139913,studying
48,2025-09-17 21:07:28.194858,studying
49,2025-09-17 21:07:28.248970,studying
50,2025-09-17 21:07:28.302246,studying
51,2025-09-17 21:07:28.355743,studying
52,2025-09-17 21:07:28.411101,studying
53,2025-09-17 21:07:28.465682,studying
54,2025-09-17 21:07:28.519920,studying
55,2025-09-17 21:07:28.573616,studying
56,2025-09-17 21:07:28.627501,studying
57,2025-09-17 21:07:28.680761,studying
58,2025-09-17 21:07:28.733005,studying
59,2025-09-17 21:07:28.786586,studying
60,2025-09-17 21:07:28.838740,studying
61,2025-09-17 21:07:28.893109,studying
62,2025-09-17 21:07:28.948715,studying
63,2025-09-17 21:07:29.001030,studying
64,2025-09-17 21:07:29.055520,studying
65,2025-09-17 21:07:29.109413,studying
66,2025-09-17 21:07:29.162608,studying
67,2025-09-17 21:07:29.216761,studying
68,2025-09-17 21:07:29.270661,studying
69,2025-09-17 21:07:29.325026,studying
70,2025-09-17 21:07:29.377671,studying
71,2025-09-17 21:07:29.432172,studying
72,2025-09-17 21:07:29.486984,studying
73,2025-09-17 21:07:29.544133,studying
74,2025-09-17 21:07:29.597965,studying
75,2025-09-17 21:07:29.652769,studying
76,2025-09-17 21:07:29.707915,studying
77,2025-09-17 21:07:29.762215,studying
78,2025-09-17 21:07:29.817004,studying
79,2025-09-17 21:07:29.872310,studying
80,2025-09-17 21:07:29.926022,studying
81,2025-09-17 21:07:29.987134,studying
82,2025-09-17 21:07:30.046431,studying
83,2025-09-17 21:07:30.105355,studying
84,2025-09-17 21:07:30.164899,studying
85,2025-09-17 21:07:30.224069,studying
86,2025-09-17 21:07:30.282769,studying
87,2025-09-17 21:07:30.341961,studying
88,2025-09-17 21:07:30.400577,studying
89,2025-09-17 21:07:30.458782,studying
90,2025-09-17 21:07:30.517201,studying
91,2025-09-17 21:07:30.575634,studying
92,2025-09-17 21:07:30.636378,studying
93,2025-09-17 21:07:30.695612,studying
94,2025-09-17 21:07:30.753399,studying
95,2025-09-17 21:07:30.812254,studying
96,2025-09-17 21:07:30.871339,studying
97,2025-09-17 21:07:30.930895,studying
98,2025-09-17 21:07:30.989633,studying
99,2025-09-17 21:07:31.047980,studying
100,2025-09-17 21:07:31.108607,studying
101,2025-09-17 21:07:31.170261,studying
102,2025-09-17 21:07:31.230717,studying
103,2025-09-17 21:07:31.290604,studying
104,2025-09-17 21:07:31.350715,studying
105,2025-09-17 21:07:31.412648,studying
106,2025-09-17 21:07:31.473112,studying
107,2025-09-17 21:07:31.535080,studying
108,2025-09-17 21:07:31.595786,studying
109,2025-09-17 21:07:31.657146,studying
110,2025-09-17 21:07:31.719232,studying
111,2025-09-17 21:07:31.780049,studying
112,2025-09-17 21:07:31.842135,studying
113,2025-09-17 21:07:31.902618,studying
114,2025-09-17 21:07:31.962607,studying
115,2025-09-17 21:07:32.021540,studying
116,2025-09-17 21:07:32.082967,studying
117,2025-09-17 21:07:32.141956,studying
118,2025-09-17 21:07:32.202839,studying
119,2025-09-17 21:07:32.262873,studying
120,2025-09-17 21:07:32.323987,studying
121,2025-09-17 21:07:32.392496,studying
122,2025-09-17 21:07:32.457716,studying
123,2025-09-17 21:07:32.520823,studying
124,2025-09-17 21:07:32.580261,studying
125,2025-09-17 21:07:32.642279,studying
126,2025-09-17 21:07:32.703236,studying
127,2025-09-17 21:07:32.765647,studying
128,2025-09-17 21:07:32.825687,studying
129,2025-09-17 21:07:32.888573,studying
130,2025-09-17 21:07:32.952298,studying
131,2025-09-17 21:07:33.018357,studying
132,2025-09-17 21:07:33.087856,studying
133,2025-09-17 21:07:33.150686,studying
134,2025-09-17 21:07:33.213761,studying
135,2025-09-17 21:07:33.278251,studying
136,2025-09-17 21:07:33.340569,studying
137,2025-09-17 21:07:33.403728,studying
138,2025-09-17 21:07:33.466085,studying
139,2025-09-17 21:07:33.528834,studying
140,2025-09-17 21:07:33.590988,studying
141,2025-09-17 21:07:33.653757,studying
142,2025-09-17 21:07:33.717683,studying
143,2025-09-17 21:07:33.780540,studying
144,2025-09-17 21:07:33.841220,studying
145,2025-09-17 21:07:33.901795,studying
146,2025-09-17 21:07:33.963230,studying
147,2025-09-17 21:07:34.025184,studying
148,2025-09-17 21:07:34.085742,studying
149,2025-09-17 21:07:34.146692,studying
150,2025-09-17 21:07:34.208208,studying
151,2025-09-17 21:07:34.271397,studying
152,2025-09-17 21:07:34.334668,studying
153,2025-09-17 21:07:34.397035,studying
154,2025-09-17 21:07:34.458599,studying
155,2025-09-17 21:07:34.521020,studying
156,2025-09-17 21:07:34.582327,studying
157,2025-09-17 21:07:34.643900,studying
158,2025-09-17 21:07:34.705360,studying
159,2025-09-17 21:07:34.767433,studying
160,2025-09-17 21:07:34.829959,studying
161,2025-09-17 21:07:34.893234,studying
162,2025-09-17 21:07:34.955846,studying
163,2025-09-17 21:07:35.017783,studying
164,2025-09-17 21:07:35.081978,studying
165,2025-09-17 21:07:35.144771,studying
166,2025-09-17 21:07:35.206595,studying
167,2025-09-17 21:07:35.267792,studying
168,2025-09-17 21:07:35.331765,studying
169,2025-09-17 21:07:35.393154,studying
170,2025-09-17 21:07:35.454761,studying
171,2025-09-17 21:07:35.517957,studying
172,2025-09-17 21:07:35.580583,studying
173,2025-09-17 21:07:35.640959,studying
174,2025-09-17 21:07:35.702330,studying
175,2025-09-17 21:07:35.762722,studying
176,2025-09-17 21:07:35.825825,studying
177,2025-09-17 21:07:35.886735,studying
178,2025-09-17 21:07:35.949001,studying
179,2025-09-17 21:07:36.011424,studying
180,2025-09-17 21:07:36.071850,studying
181,2025-09-17 21:07:36.137548,studying
182,2025-09-17 21:07:36.201169,studying
183,2025-09-17 21:07:36.263925,studying
184,2025-09-17 21:07:36.327229,studying
185,2025-09-17 21:07:36.391578,studying
186,2025-09-17 21:07:36.453289,studying
187,2025-09-17 21:07:36.516827,studying
188,2025-09-17 21:07:36.579952,studying
189,2025-09-17 21:07:36.646695,studying
190,2025-09-17 21:07:36.709605,studying
191,2025-09-17 21:07:36.773672,studying
192,2025-09-17 21:07:36.837933,studying
193,2025-09-17 21:07:36.901692,studying
194,2025-09-17 21:07:36.965123,studying
195,2025-09-17 21:07:37.030275,studying
196,2025-09-17 21:07:37.096466,studying
197,2025-09-17 21:07:37.161674,studying
198,2025-09-17 21:07:37.225719,studying
199,2025-09-17 21:07:37.292515,studying
200,2025-09-17 21:07:37.355661,studying
201,2025-09-17 21:07:37.420289,studying
202,2025-09-17 21:07:37.482004,studying
203,2025-09-17 21:07:37.543593,studying
204,2025-09-17 21:07:37.606445,studying
205,2025-09-17 21:07:37.670311,studying
206,2025-09-17 21:07:37.733732,studying
207,2025-09-17 21:07:37.797927,studying
208,2025-09-17 21:07:37.861111,studying
209,2025-09-17 21:07:37.924234,studying
210,2025-09-17 21:07:37.987448,studying
211,2025-09-17 21:07:38.051347,studying
212,2025-09-17 21:07:38.117013,studying
213,2025-09-17 21:07:38.179571,studying
214,2025-09-17 21:07:38.243349,studying
215,2025-09-17 21:07:38.306927,studying
216,2025-09-17 21:07:38.371171,studying
217,2025-09-17 21:07:38.435651,studying
218,2025-09-17 21:07:38.500036,studying
219,2025-09-17 21:07:38.565850,studying
220,2025-09-17 21:07:38.631386,studying
221,2025-09-17 21:07:38.696600,studying
222,2025-09-17 21:07:38.762656,studying
223,2025-09-17 21:07:38.829584,studying
224,2025-09-17 21:07:38.894968,studying
225,2025-09-17 21:07:38.960471,studying
226,2025-09-17 21:07:39.025672,studying
227,2025-09-17 21:07:39.091153,studying
228,2025-09-17 21:07:39.156600,studying
229,2025-09-17 21:07:39.221096,studying
230,2025-09-17 21:07:39.285623,studying
231,2025-09-17 21:07:39.350951,studying
232,2025-09-17 21:07:39.415091,studying
233,2025-09-17 21:07:39.478431,studying
234,2025-09-17 21:07:39.541818,studying
235,2025-09-17 21:07:39.607304,studying
236,2025-09-17 21:07:39.671322,studying
237,2025-09-17 21:07:39.736590,studying
238,2025-09-17 21:07:39.800972,studying
239,2025-09-17 21:07:39.866684,studying
240,2025-09-17 21:07:39.929845,studying
241,2025-09-17 21:07:39.996217,studying
242,2025-09-17 21:07:40.060818,studying
243,2025-09-17 21:07:40.125146,studying
244,2025-09-17 21:07:40.189002,studying
245,2025-09-17 21:07:40.253253,studying
246,2025-09-17 21:07:40.318375,studying
247,2025-09-17 21:07:40.383196,studying
248,2025-09-17 21:07:40.451640,studying
249,2025-09-17 21:07:40.515755,studying
250,2025-09-17 21:07:40.581613,studying
251,2025-09-17 21:07:40.647731,studying
252,2025-09-17 21:07:40.712818,studying
253,2025-09-17 21:07:40.779801,studying
254,2025-09-17 21:07:40.847294,studying
255,2025-09-17 21:07:40.912187,studying
256,2025-09-17 21:07:40.977616,studying
257,2025-09-17 21:07:41.042037,studying
258,2025-09-17 21:07:41.108641,studying
259,2025-09-17 21:07:41.173931,studying
260,2025-09-17 21:07:41.240295,studying
261,2025-09-17 21:07:41.308471,studying
262,2025-09-17 21:07:41.372975,studying
263,2025-09-17 21:07:41.437186,studying
264,2025-09-17 21:07:41.502711,studying
265,2025-09-17 21:07:41.568694,studying
266,2025-09-17 21:07:41.633595,studying
267,2025-09-17 21:07:41.699609,studying
268,2025-09-17 21:07:41.762969,studying
269,2025-09-17 21:07:41.827784,studying
270,2025-09-17 21:07:41.893957,studying
271,2025-09-17 21:07:41.959956,studying
272,2025-09-17 21:07:42.026759,studying
273,2025-09-17 21:07:42.091204,studying
274,2025-09-17 21:07:42.156659,studying
275,2025-09-17 21:07:42.221510,studying
276,2025-09-17 21:07:42.286228,studying
277,2025-09-17 21:07:42.350891,studying
278,2025-09-17 21:07:42.415207,studying
279,2025-09-17 21:07:42.479910,studying
280,2025-09-17 21:07:42.543648,studying
281,2025-09-17 21:07:42.610431,studying
282,2025-09-17 21:07:42.676447,studying
283,2025-09-17 21:07:42.741890,studying
284,2025-09-17 21:07:42.805962,studying
285,2025-09-17 21:07:42.871843,studying
286,2025-09-17 21:07:42.935914,studying
287,2025-09-17 21:07:43.001667,studying
288,2025-09-17 21:07:43.066685,studying
289,2025-09-17 21:07:43.130143,studying
290,2025-09-17 21:07:43.193478,studying
291,2025-09-17 21:07:43.258289,studying
292,2025-09-17 21:07:43.320098,studying
293,2025-09-17 21:07:43.383521,studying
294,2025-09-17 21:07:43.444755,studying
295,2025-09-17 21:07:43.508246,studying
296,2025-09-17 21:07:43.571388,studying
297,2025-09-17 21:07:43.633606,studying
298,2025-09-17 21:07:43.696648,studying
299,2025-09-17 21:07:43.760133,studying
300,2025-09-17 21:07:43.822121,studying
301,2025-09-17 21:07:43.886044,studying
302,2025-09-17 21:07:43.951106,studying
303,2025-09-17 21:07:44.013162,studying
304,2025-09-17 21:07:44.074924,studying
305,2025-09-17 21:07:44.138990,studying
306,2025-09-17 21:07:44.201591,studying
307,2025-09-17 21:07:44.264659,studying
308,2025-09-17 21:07:44.326686,studying
309,2025-09-17 21:07:44.390130,studying
310,2025-09-17 21:07:44.454696,studying
311,2025-09-17 21:07:44.517743,studying
312,2025-09-17 21:07:44.581960,studying
313,2025-09-17 21:07:44.646607,studying
314,2025-09-17 21:07:44.711613,studying
315,2025-09-17 21:07:44.776769,studying
316,2025-09-17 21:07:44.841956,studying
317,2025-09-17 21:07:44.906440,studying
318,2025-09-17 21:07:44.971702,studying
319,2025-09-17 21:07:45.036653,studying
320,2025-09-17 21:07:45.102793,studying
321,2025-09-17 21:07:45.166072,studying
322,2025-09-17 21:07:45.230150,studying
323,2025-09-17 21:07:45.293812,studying
324,2025-09-17 21:07:45.358157,studying
325,2025-09-17 21:07:45.421988,studying
326,2025-09-17 21:07:45.485903,studying
327,2025-09-17 21:07:45.549691,studying
328,2025-09-17 21:07:45.614862,studying
329,2025-09-17 21:07:45.679256,studying
330,2025-09-17 21:07:45.743087,studying
331,2025-09-17 21:07:45.811265,studying
332,2025-09-17 21:07:45.875730,studying
333,2025-09-17 21:07:45.940525,studying
334,2025-09-17 21:07:46.005846,studying
335,2025-09-17 21:07:46.070169,studying
336,2025-09-17 21:07:46.132796,studying
337,2025-09-17 21:07:46.196767,studying
338,2025-09-17 21:07:46.260696,studying
339,2025-09-17 21:07:46.329846,studying
340,2025-09-17 21:07:46.398736,studying
341,2025-09-17 21:07:46.527847,studying
342,2025-09-17 21:07:46.599819,studying
343,2025-09-17 21:07:46.670027,studying
344,2025-09-17 21:07:46.738823,studying
345,2025-09-17 21:07:46.805659,studying
346,2025-09-17 21:07:46.867134,studying
347,2025-09-17 21:07:46.928949,handraise
347,2025-09-17 21:07:46.928949,studying
348,2025-09-17 21:07:46.989656,handraise
348,2025-09-17 21:07:46.989656,studying
349,2025-09-17 21:07:47.050144,handraise
349,2025-09-17 21:07:47.050144,studying
350,2025-09-17 21:07:47.109149,handraise
350,2025-09-17 21:07:47.109149,studying
351,2025-09-17 21:07:47.171456,handraise
351,2025-09-17 21:07:47.171456,studying
352,2025-09-17 21:07:47.234868,handraise
