behavior,start_time,end_time,duration_seconds,frame_start,frame_end,note
cheating,2025-09-17 23:16:53.301930,2025-09-17 23:16:53.569283,0.267353,26,26,
cheating,2025-09-17 23:16:54.105009,2025-09-17 23:16:54.172055,0.067046,35,35,
cheating,2025-09-17 23:16:54.302109,2025-09-17 23:16:54.370287,0.068178,38,38,
cheating,2025-09-17 23:16:54.769707,2025-09-17 23:16:54.836226,0.066519,45,45,
not_cheating,2025-09-17 23:16:55.771604,2025-09-17 23:16:55.904875,0.133271,61,61,
cheating,2025-09-17 23:16:57.945942,2025-09-17 23:16:58.016732,0.07079,91,91,
cheating,2025-09-17 23:16:58.159280,2025-09-17 23:16:58.230502,0.071222,94,94,
cheating,2025-09-17 23:17:03.989181,2025-09-17 23:17:04.487769,0.498588,178,178,
cheating,2025-09-17 23:17:04.556015,2025-09-17 23:17:07.073116,2.517101,213,213,
cheating,2025-09-17 23:17:07.139845,2025-09-17 23:17:14.992345,7.8525,283,283,
cheating,2025-09-17 23:17:16.418750,2025-09-17 23:17:18.838847,2.420097,335,335,
cheating,2025-09-17 23:17:18.912400,2025-09-17 23:17:21.400898,2.488498,369,369,
cheating,2025-09-17 23:17:21.474921,2025-09-17 23:17:22.163856,0.688935,379,379,
cheating,2025-09-17 23:17:22.503811,2025-09-17 23:17:22.766082,0.262271,386,386,
cheating,2025-09-17 23:17:23.005793,2025-09-17 23:17:23.145185,0.139392,391,391,
cheating,2025-09-17 23:17:23.575316,2025-09-17 23:17:24.370726,0.79541,408,408,
cheating,2025-09-17 23:17:24.738306,2025-09-17 23:17:26.389681,1.651375,435,435,
cheating,2025-09-17 23:17:26.535681,2025-09-17 23:17:26.651580,0.115899,439,439,
not_cheating,2025-09-17 23:17:27.544053,2025-09-17 23:17:27.588666,0.044613,460,460,
not_cheating,2025-09-17 23:17:27.671399,2025-09-17 23:17:27.712817,0.041418,463,463,
cheating,2025-09-17 23:17:27.839866,2025-09-17 23:17:28.980174,1.140308,493,493,
cheating,2025-09-17 23:17:29.351428,2025-09-17 23:17:29.569244,0.217816,507,507,
cheating,2025-09-17 23:17:29.626633,2025-09-17 23:17:29.675711,0.049078,509,509,
cheating,2025-09-17 23:17:30.277326,2025-09-17 23:17:30.320141,0.042815,524,524,
cheating,2025-09-17 23:17:30.484037,2025-09-17 23:17:30.569852,0.085815,530,530,
not_cheating,2025-09-17 23:17:31.153706,2025-09-17 23:17:31.239416,0.08571,546,546,
cheating,2025-09-17 23:17:30.975129,2025-09-17 23:17:33.977976,3.002847,606,606,
cheating,2025-09-17 23:17:34.429749,2025-09-17 23:17:34.554157,0.124408,620,620,
not_cheating,2025-09-17 23:17:37.481854,2025-09-17 23:17:37.525672,0.043818,689,689,
not_cheating,2025-09-17 23:17:38.180308,2025-09-17 23:17:38.341040,0.160732,706,706,
not_cheating,2025-09-17 23:17:38.403599,2025-09-17 23:17:38.557118,0.153519,710,710,
cheating,2025-09-17 23:17:34.639740,2025-09-17 23:17:43.004909,8.365169,806,806,
cheating,2025-09-17 23:17:43.133357,2025-09-17 23:17:43.252839,0.119482,812,812,
cheating,2025-09-17 23:17:43.371390,2025-09-17 23:17:43.986974,0.615584,830,830,
cheating,2025-09-17 23:17:44.071050,2025-09-17 23:17:44.111401,0.040351,833,833,
cheating,2025-09-17 23:17:44.152478,2025-09-17 23:17:44.195939,0.043461,835,835,
cheating,2025-09-17 23:17:44.274946,2025-09-17 23:17:44.354987,0.080041,839,839,
cheating,2025-09-17 23:17:44.395760,2025-09-17 23:17:44.437125,0.041365,841,841,
cheating,2025-09-17 23:17:44.477804,2025-09-17 23:17:44.528047,0.050243,843,843,
cheating,2025-09-17 23:17:44.769801,2025-09-17 23:17:44.810604,0.040803,850,850,
cheating,2025-09-17 23:17:45.017634,2025-09-17 23:17:45.186590,0.168956,859,859,
not_cheating,2025-09-17 23:17:44.810604,2025-09-17 23:17:45.186590,0.375986,859,859,
cheating,2025-09-17 23:17:45.228709,2025-09-17 23:17:45.438282,0.209573,865,865,
cheating,2025-09-17 23:17:45.653178,2025-09-17 23:17:45.697953,0.044775,871,871,
cheating,2025-09-17 23:17:47.515735,2025-09-17 23:17:47.839438,0.323703,922,922,
cheating,2025-09-17 23:17:47.958935,2025-09-17 23:17:48.694981,0.736046,943,943,
cheating,2025-09-17 23:17:48.815652,2025-09-17 23:17:49.023809,0.208157,951,951,
cheating,2025-09-17 23:17:49.226741,2025-09-17 23:17:49.267520,0.040779,957,957,
not_cheating,2025-09-17 23:17:48.815652,2025-09-17 23:17:49.553373,0.737721,964,964,
