behavior,start_time,end_time,duration_seconds,frame_start,frame_end,note
fighting,2025-09-17 21:45:21.997042,2025-09-17 21:45:22.305770,0.308728,574,574,
fighting,2025-09-17 21:45:22.437271,2025-09-17 21:45:22.657246,0.219975,582,582,
fighting,2025-09-17 21:45:22.701573,2025-09-17 21:45:22.793208,0.091635,585,585,
fighting,2025-09-17 21:45:22.882189,2025-09-17 21:45:23.191777,0.309588,594,594,
fighting,2025-09-17 21:45:23.235851,2025-09-17 21:45:23.282190,0.046339,596,596,
fighting,2025-09-17 21:45:23.505315,2025-09-17 21:45:24.208218,0.702903,617,617,
fighting,2025-09-17 21:45:24.255622,2025-09-17 21:45:24.721505,0.465883,629,629,
fighting,2025-09-17 21:45:24.763648,2025-09-17 21:45:25.912754,1.149106,656,656,
fighting,2025-09-17 21:45:25.963559,2025-09-17 21:45:26.528618,0.565059,668,668,
fighting,2025-09-17 21:45:26.620826,2025-09-17 21:45:26.790449,0.169623,674,674,
fighting,2025-09-17 21:45:26.833181,2025-09-17 21:45:26.875630,0.042449,676,676,
fighting,2025-09-17 21:45:26.919023,2025-09-17 21:45:27.000697,0.081674,679,679,
fighting,2025-09-17 21:45:27.437153,2025-09-17 21:45:27.523487,0.086334,691,691,
fighting,2025-09-17 21:45:27.564809,2025-09-17 21:45:27.604876,0.040067,693,693,
fighting,2025-09-17 21:45:27.732922,2025-09-17 21:45:27.775981,0.043059,697,697,
fighting,2025-09-17 21:45:27.818719,2025-09-17 21:45:27.902207,0.083488,700,700,
fighting,2025-09-17 21:45:28.068696,2025-09-17 21:45:28.194757,0.126061,707,707,
fighting,2025-09-17 21:45:28.276819,2025-09-17 21:45:28.784189,0.50737,721,721,
fighting,2025-09-17 21:45:28.824790,2025-09-17 21:45:29.377459,0.552669,735,735,
fighting,2025-09-17 21:45:29.503014,2025-09-17 21:45:29.585957,0.082943,740,740,
fighting,2025-09-17 21:45:29.627744,2025-09-17 21:45:30.047928,0.420184,751,751,
fighting,2025-09-17 21:45:30.090065,2025-09-17 21:45:30.134172,0.044107,753,753,
fighting,2025-09-17 21:45:30.222829,2025-09-17 21:45:30.263827,0.040998,756,756,
fighting,2025-09-17 21:45:30.304849,2025-09-17 21:45:30.473896,0.169047,761,761,
fighting,2025-09-17 21:45:30.515539,2025-09-17 21:45:30.841765,0.326226,770,770,
fighting,2025-09-17 21:45:31.469003,2025-09-17 21:45:31.512512,0.043509,786,786,
fighting,2025-09-17 21:45:31.554737,2025-09-17 21:45:31.596628,0.041891,788,788,
fighting,2025-09-17 21:45:31.639859,2025-09-17 21:45:31.985794,0.345935,797,797,
fighting,2025-09-17 21:45:32.025985,2025-09-17 21:45:33.775062,1.749077,839,839,
fighting,2025-09-17 21:45:34.221216,2025-09-17 21:45:35.790381,1.569165,883,883,Session closed at end of processing
