frame,timestamp,behavior
22,2025-09-17 23:23:08.540117,cheating
23,2025-09-17 23:23:08.610060,cheating
44,2025-09-17 23:23:10.016804,cheating
173,2025-09-17 23:23:19.368233,cheating
174,2025-09-17 23:23:19.442668,cheating
175,2025-09-17 23:23:19.515864,cheating
176,2025-09-17 23:23:19.585058,cheating
180,2025-09-17 23:23:19.893728,cheating
181,2025-09-17 23:23:19.973573,cheating
183,2025-09-17 23:23:20.132534,cheating
184,2025-09-17 23:23:20.209998,cheating
185,2025-09-17 23:23:20.282817,cheating
186,2025-09-17 23:23:20.356792,cheating
187,2025-09-17 23:23:20.426694,cheating
188,2025-09-17 23:23:20.494937,cheating
189,2025-09-17 23:23:20.564932,cheating
190,2025-09-17 23:23:20.635720,cheating
191,2025-09-17 23:23:20.705847,cheating
192,2025-09-17 23:23:20.774786,cheating
193,2025-09-17 23:23:20.847450,cheating
194,2025-09-17 23:23:20.920575,cheating
195,2025-09-17 23:23:20.993971,cheating
196,2025-09-17 23:23:21.066130,cheating
200,2025-09-17 23:23:21.346026,cheating
201,2025-09-17 23:23:21.418115,cheating
202,2025-09-17 23:23:21.485946,cheating
207,2025-09-17 23:23:21.822462,cheating
215,2025-09-17 23:23:22.396026,cheating
223,2025-09-17 23:23:22.996247,cheating
224,2025-09-17 23:23:23.070980,cheating
226,2025-09-17 23:23:23.209372,cheating
227,2025-09-17 23:23:23.281078,cheating
228,2025-09-17 23:23:23.353846,cheating
229,2025-09-17 23:23:23.425688,cheating
230,2025-09-17 23:23:23.497492,cheating
231,2025-09-17 23:23:23.569877,cheating
232,2025-09-17 23:23:23.640191,cheating
233,2025-09-17 23:23:23.714223,cheating
234,2025-09-17 23:23:23.790027,cheating
235,2025-09-17 23:23:23.864969,cheating
236,2025-09-17 23:23:23.940613,cheating
237,2025-09-17 23:23:24.019870,cheating
238,2025-09-17 23:23:24.094214,cheating
239,2025-09-17 23:23:24.170043,cheating
240,2025-09-17 23:23:24.244130,cheating
241,2025-09-17 23:23:24.322236,cheating
242,2025-09-17 23:23:24.397674,cheating
243,2025-09-17 23:23:24.471059,cheating
244,2025-09-17 23:23:24.545793,cheating
245,2025-09-17 23:23:24.618866,cheating
