behavior,start_time,end_time,duration_seconds,frame_start,frame_end
cheating,2025-09-17 23:23:08.540117,2025-09-17 23:23:08.677768,0.137651,24,24
cheating,2025-09-17 23:23:10.016804,2025-09-17 23:23:10.085040,0.068236,45,45
cheating,2025-09-17 23:23:19.368233,2025-09-17 23:23:19.656805,0.288572,177,177
cheating,2025-09-17 23:23:19.893728,2025-09-17 23:23:20.055998,0.16227,182,182
cheating,2025-09-17 23:23:20.132534,2025-09-17 23:23:21.135239,1.002705,197,197
cheating,2025-09-17 23:23:21.346026,2025-09-17 23:23:21.552844,0.206818,203,203
cheating,2025-09-17 23:23:21.821463,2025-09-17 23:23:21.890730,0.069267,208,208
cheating,2025-09-17 23:23:22.396026,2025-09-17 23:23:22.468707,0.072681,216,216
cheating,2025-09-17 23:23:22.995739,2025-09-17 23:23:23.139676,0.143937,225,225
cheating,2025-09-17 23:23:23.209372,2025-09-17 23:23:27.515140,4.305768,283,283
cheating,2025-09-17 23:23:29.004686,2025-09-17 23:23:31.401351,2.396665,335,335
cheating,2025-09-17 23:23:31.476009,2025-09-17 23:23:33.858867,2.382858,368,368
cheating,2025-09-17 23:23:34.077583,2025-09-17 23:23:34.219567,0.141984,373,373
cheating,2025-09-17 23:23:36.157648,2025-09-17 23:23:36.815000,0.657352,408,408
cheating,2025-09-17 23:23:37.183425,2025-09-17 23:23:37.911268,0.727843,423,423
cheating,2025-09-17 23:23:38.060035,2025-09-17 23:23:38.810285,0.75025,435,435
cheating,2025-09-17 23:23:38.959960,2025-09-17 23:23:39.105619,0.145659,439,439
cheating,2025-09-17 23:23:41.135050,2025-09-17 23:23:41.654068,0.519018,473,473
cheating,2025-09-17 23:23:41.725955,2025-09-17 23:23:43.091702,1.365747,493,493
cheating,2025-09-17 23:23:43.907757,2025-09-17 23:23:44.129962,0.222205,507,507
cheating,2025-09-17 23:23:45.349204,2025-09-17 23:23:45.433284,0.08408,524,524
cheating,2025-09-17 23:23:45.716820,2025-09-17 23:23:45.788717,0.071897,529,529
cheating,2025-09-17 23:23:46.569252,2025-09-17 23:23:51.065006,4.495754,601,601
cheating,2025-09-17 23:23:51.246566,2025-09-17 23:23:51.502889,0.256323,606,606
cheating,2025-09-17 23:23:52.449921,2025-09-17 23:23:52.617933,0.168012,619,619
cheating,2025-09-17 23:23:52.867444,2025-09-17 23:24:00.022447,7.155003,708,708
cheating,2025-09-17 23:24:00.366980,2025-09-17 23:24:07.474928,7.107948,806,806
cheating,2025-09-17 23:24:07.699253,2025-09-17 23:24:07.904051,0.204798,812,812
cheating,2025-09-17 23:24:08.268702,2025-09-17 23:24:09.214876,0.946174,830,830
cheating,2025-09-17 23:24:09.497191,2025-09-17 23:24:09.566830,0.069639,835,835
cheating,2025-09-17 23:24:09.708177,2025-09-17 23:24:09.778058,0.069881,838,838
cheating,2025-09-17 23:24:09.919459,2025-09-17 23:24:09.991182,0.071723,841,841
cheating,2025-09-17 23:24:10.064835,2025-09-17 23:24:10.138062,0.073227,843,843
cheating,2025-09-17 23:24:10.579051,2025-09-17 23:24:10.652900,0.073849,850,850
cheating,2025-09-17 23:24:11.033880,2025-09-17 23:24:11.180738,0.146858,857,857
cheating,2025-09-17 23:24:11.254039,2025-09-17 23:24:11.329341,0.075302,859,859
cheating,2025-09-17 23:24:11.401485,2025-09-17 23:24:11.548585,0.1471,862,862
cheating,2025-09-17 23:24:15.549058,2025-09-17 23:24:15.770320,0.221262,919,919
cheating,2025-09-17 23:24:16.301739,2025-09-17 23:24:17.582568,1.280829,943,943
cheating,2025-09-17 23:24:17.790158,2025-09-17 23:24:18.124051,0.333893,951,951
cheating,2025-09-17 23:24:19.402831,2025-09-17 23:24:19.600484,0.197653,973,973
cheating,2025-09-17 23:24:19.667968,2025-09-17 23:24:19.734811,0.066843,975,975
cheating,2025-09-17 23:24:21.066025,2025-09-17 23:24:21.107396,0.041371,1000,1000
cheating,2025-09-17 23:24:24.715870,2025-09-17 23:24:25.128825,0.412955,1093,1093
cheating,2025-09-17 23:24:27.770520,2025-09-17 23:24:28.350364,0.579844,1170,1170
