behavior,start_time,end_time,duration_seconds,frame_start,frame_end
not_cheating,2025-09-17 21:15:57.632253,2025-09-17 21:15:57.696508,0.064255,24,24
not_cheating,2025-09-17 21:16:01.495861,2025-09-17 21:16:01.566556,0.070695,82,82
cheating,2025-09-17 21:16:07.209220,2025-09-17 21:16:07.282334,0.073114,161,161
not_cheating,2025-09-17 21:16:13.516681,2025-09-17 21:16:13.561101,0.04442,273,273
not_cheating,2025-09-17 21:16:17.538670,2025-09-17 21:16:17.948689,0.410019,379,379
not_cheating,2025-09-17 21:16:18.232296,2025-09-17 21:16:18.516685,0.284389,393,393
not_cheating,2025-09-17 21:16:18.843652,2025-09-17 21:16:18.884963,0.041311,402,402
not_cheating,2025-09-17 21:16:25.845707,2025-09-17 21:16:25.888270,0.042563,567,567
not_cheating,2025-09-17 21:16:27.134104,2025-09-17 21:16:27.217890,0.083786,598,598
cheating,2025-09-17 21:16:34.206480,2025-09-17 21:16:34.249966,0.043486,765,765
cheating,2025-09-17 21:16:35.115879,2025-09-17 21:16:35.450616,0.334737,794,794
cheating,2025-09-17 21:16:42.119009,2025-09-17 21:16:42.359611,0.240602,959,959
cheating,2025-09-17 21:16:42.399054,2025-09-17 21:16:42.441482,0.042428,961,961
cheating,2025-09-17 21:16:44.164180,2025-09-17 21:16:44.285028,0.120848,1004,1004
